colorterm	term	force_color	tty_compatible	no_color	isatty	forced	is_terminal	is_dumb	color_system	no_color_flag
''	-	'1'	-	'1'	False	True	True	False	standard	True
''	-	'1'	''	-	True	False	True	False	standard	False
''	-	'1'	''	-	True	True	True	False	standard	False
''	-	'1'	''	-	False	False	True	False	standard	False
''	-	'1'	''	-	False	True	True	False	standard	False
''	-	'1'	''	''	True	False	True	False	standard	False
''	-	'1'	''	''	True	True	True	False	standard	False
''	-	'1'	''	''	False	False	True	False	standard	False
''	-	'1'	''	''	False	True	True	False	standard	False
''	-	'1'	''	'1'	True	False	True	False	standard	True
''	-	'1'	''	'1'	True	True	True	False	standard	True
''	-	'1'	''	'1'	False	False	True	False	standard	True
''	-	'1'	''	'1'	False	True	True	False	standard	True
''	-	'1'	'0'	-	True	False	False	False	None	False
''	-	'1'	'0'	-	True	True	True	False	standard	False
''	-	'1'	'0'	-	False	False	False	False	None	False
''	-	'1'	'0'	-	False	True	True	False	standard	False
''	-	'1'	'0'	''	True	False	False	False	None	False
''	-	'1'	'0'	''	True	True	True	False	standard	False
''	-	'1'	'0'	''	False	False	False	False	None	False
''	-	'1'	'0'	''	False	True	True	False	standard	False
''	-	'1'	'0'	'1'	True	False	False	False	None	True
''	-	'1'	'0'	'1'	True	True	True	False	standard	True
''	-	'1'	'0'	'1'	False	False	False	False	None	True
''	-	'1'	'0'	'1'	False	True	True	False	standard	True
''	-	'1'	'1'	-	True	False	True	False	standard	False
''	-	'1'	'1'	-	True	True	True	False	standard	False
''	-	'1'	'1'	-	False	False	True	False	standard	False
''	-	'1'	'1'	-	False	True	True	False	standard	False
''	-	'1'	'1'	''	True	False	True	False	standard	False
''	-	'1'	'1'	''	True	True	True	False	standard	False
''	-	'1'	'1'	''	False	False	True	False	standard	False
''	-	'1'	'1'	''	False	True	True	False	standard	False
''	-	'1'	'1'	'1'	True	False	True	False	standard	True
''	-	'1'	'1'	'1'	True	True	True	False	standard	True
''	-	'1'	'1'	'1'	False	False	True	False	standard	True
''	-	'1'	'1'	'1'	False	True	True	False	standard	True
''	-	'0'	-	-	True	False	True	False	standard	False
''	-	'0'	-	-	True	True	True	False	standard	False
''	-	'0'	-	-	False	False	True	False	standard	False
''	-	'0'	-	-	False	True	True	False	standard	False
''	-	'0'	-	''	True	False	True	False	standard	False
''	-	'0'	-	''	True	True	True	False	standard	False
''	-	'0'	-	''	False	False	True	False	standard	False
''	-	'0'	-	''	False	True	True	False	standard	False
''	-	'0'	-	'1'	True	False	True	False	standard	True
''	-	'0'	-	'1'	True	True	True	False	standard	True
''	-	'0'	-	'1'	False	False	True	False	standard	True
''	-	'0'	-	'1'	False	True	True	False	standard	True
''	-	'0'	''	-	True	False	True	False	standard	False
''	-	'0'	''	-	True	True	True	False	standard	False
''	-	'0'	''	-	False	False	True	False	standard	False
''	-	'0'	''	-	False	True	True	False	standard	False
''	-	'0'	''	''	True	False	True	False	standard	False
''	-	'0'	''	''	True	True	True	False	standard	False
''	-	'0'	''	''	False	False	True	False	standard	False
''	-	'0'	''	''	False	True	True	False	standard	False
''	-	'0'	''	'1'	True	False	True	False	standard	True
''	-	'0'	''	'1'	True	True	True	False	standard	True
''	-	'0'	''	'1'	False	False	True	False	standard	True
''	-	'0'	''	'1'	False	True	True	False	standard	True
''	-	'0'	'0'	-	True	False	False	False	None	False
''	-	'0'	'0'	-	True	True	True	False	standard	False
''	-	'0'	'0'	-	False	False	False	False	None	False
''	-	'0'	'0'	-	False	True	True	False	standard	False
''	-	'0'	'0'	''	True	False	False	False	None	False
''	-	'0'	'0'	''	True	True	True	False	standard	False
''	-	'0'	'0'	''	False	False	False	False	None	False
''	-	'0'	'0'	''	False	True	True	False	standard	False
''	-	'0'	'0'	'1'	True	False	False	False	None	True
''	-	'0'	'0'	'1'	True	True	True	False	standard	True
''	-	'0'	'0'	'1'	False	False	False	False	None	True
''	-	'0'	'0'	'1'	False	True	True	False	standard	True
''	-	'0'	'1'	-	True	False	True	False	standard	False
''	-	'0'	'1'	-	True	True	True	False	standard	False
''	-	'0'	'1'	-	False	False	True	False	standard	False
''	-	'0'	'1'	-	False	True	True	False	standard	False
''	-	'0'	'1'	''	True	False	True	False	standard	False
''	-	'0'	'1'	''	True	True	True	False	standard	False
''	-	'0'	'1'	''	False	False	True	False	standard	False
''	-	'0'	'1'	''	False	True	True	False	standard	False
''	-	'0'	'1'	'1'	True	False	True	False	standard	True
''	-	'0'	'1'	'1'	True	True	True	False	standard	True
''	-	'0'	'1'	'1'	False	False	True	False	standard	True
''	-	'0'	'1'	'1'	False	True	True	False	standard	True
''	''	-	-	-	True	False	True	False	standard	False
''	''	-	-	-	True	True	True	False	standard	False
''	''	-	-	-	False	False	False	False	None	False
''	''	-	-	-	False	True	True	False	standard	False
''	''	-	-	''	True	False	True	False	standard	False
''	''	-	-	''	True	True	True	False	standard	False
''	''	-	-	''	False	False	False	False	None	False
''	''	-	-	''	False	True	True	False	standard	False
''	''	-	-	'1'	True	False	True	False	standard	True
''	''	-	-	'1'	True	True	True	False	standard	True
''	''	-	-	'1'	False	False	False	False	None	True
''	''	-	-	'1'	False	True	True	False	standard	True
''	''	-	''	-	True	False	True	False	standard	False
''	''	-	''	-	True	True	True	False	standard	False
''	''	-	''	-	False	False	False	False	None	False
''	''	-	''	-	False	True	True	False	standard	False
''	''	-	''	''	True	False	True	False	standard	False
''	''	-	''	''	True	True	True	False	standard	False
''	''	-	''	''	False	False	False	False	None	False
''	''	-	''	''	False	True	True	False	standard	False
''	''	-	''	'1'	True	False	True	False	standard	True
''	''	-	''	'1'	True	True	True	False	standard	True
''	''	-	''	'1'	False	False	False	False	None	True
''	''	-	''	'1'	False	True	True	False	standard	True
''	''	-	'0'	-	True	False	False	False	None	False
''	''	-	'0'	-	True	True	True	False	standard	False
''	''	-	'0'	-	False	False	False	False	None	False
''	''	-	'0'	-	False	True	True	False	standard	False
''	''	-	'0'	''	True	False	False	False	None	False
''	''	-	'0'	''	True	True	True	False	standard	False
''	''	-	'0'	''	False	False	False	False	None	False
''	''	-	'0'	''	False	True	True	False	standard	False
''	''	-	'0'	'1'	True	False	False	False	None	True
''	''	-	'0'	'1'	True	True	True	False	standard	True
''	''	-	'0'	'1'	False	False	False	False	None	True
''	''	-	'0'	'1'	False	True	True	False	standard	True
''	''	-	'1'	-	True	False	True	False	standard	False
''	''	-	'1'	-	True	True	True	False	standard	False
''	''	-	'1'	-	False	False	True	False	standard	False
''	''	-	'1'	-	False	True	True	False	standard	False
''	''	-	'1'	''	True	False	True	False	standard	False
''	''	-	'1'	''	True	True	True	False	standard	False
''	''	-	'1'	''	False	False	True	False	standard	False
''	''	-	'1'	''	False	True	True	False	standard	False
''	''	-	'1'	'1'	True	False	True	False	standard	True
''	''	-	'1'	'1'	True	True	True	False	standard	True
''	''	-	'1'	'1'	False	False	True	False	standard	True
''	''	-	'1'	'1'	False	True	True	False	standard	True
''	''	''	-	-	True	False	False	False	None	False
''	''	''	-	-	True	True	True	False	standard	False
''	''	''	-	-	False	False	False	False	None	False
''	''	''	-	-	False	True	True	False	standard	False
''	''	''	-	''	True	False	False	False	None	False
''	''	''	-	''	True	True	True	False	standard	False
''	''	''	-	''	False	False	False	False	None	False
''	''	''	-	''	False	True	True	False	standard	False
''	''	''	-	'1'	True	False	False	False	None	True
''	''	''	-	'1'	True	True	True	False	standard	True
''	''	''	-	'1'	False	False	False	False	None	True
''	''	''	-	'1'	False	True	True	False	standard	True
''	''	''	''	-	True	False	False	False	None	False
''	''	''	''	-	True	True	True	False	standard	False
''	''	''	''	-	False	False	False	False	None	False
''	''	''	''	-	False	True	True	False	standard	False
''	''	''	''	''	True	False	False	False	None	False
''	''	''	''	''	True	True	True	False	standard	False
''	''	''	''	''	False	False	False	False	None	False
''	''	''	''	''	False	True	True	False	standard	False
''	''	''	''	'1'	True	False	False	False	None	True
''	''	''	''	'1'	True	True	True	False	standard	True
''	''	''	''	'1'	False	False	False	False	None	True
''	''	''	''	'1'	False	True	True	False	standard	True
''	''	''	'0'	-	True	False	False	False	None	False
''	''	''	'0'	-	True	True	True	False	standard	False
''	''	''	'0'	-	False	False	False	False	None	False
''	''	''	'0'	-	False	True	True	False	standard	False
''	''	''	'0'	''	True	False	False	False	None	False
''	''	''	'0'	''	True	True	True	False	standard	False
''	''	''	'0'	''	False	False	False	False	None	False
''	''	''	'0'	''	False	True	True	False	standard	False
''	''	''	'0'	'1'	True	False	False	False	None	True
''	''	''	'0'	'1'	True	True	True	False	standard	True
''	''	''	'0'	'1'	False	False	False	False	None	True
''	''	''	'0'	'1'	False	True	True	False	standard	True
''	''	''	'1'	-	True	False	True	False	standard	False
''	''	''	'1'	-	True	True	True	False	standard	False
''	''	''	'1'	-	False	False	True	False	standard	False
''	''	''	'1'	-	False	True	True	False	standard	False
''	''	''	'1'	''	True	False	True	False	standard	False
''	''	''	'1'	''	True	True	True	False	standard	False
''	''	''	'1'	''	False	False	True	False	standard	False
''	''	''	'1'	''	False	True	True	False	standard	False
''	''	''	'1'	'1'	True	False	True	False	standard	True
''	''	''	'1'	'1'	True	True	True	False	standard	True
''	''	''	'1'	'1'	False	False	True	False	standard	True
''	''	''	'1'	'1'	False	True	True	False	standard	True
''	''	'1'	-	-	True	False	True	False	standard	False
''	''	'1'	-	-	True	True	True	False	standard	False
''	''	'1'	-	-	False	False	True	False	standard	False
''	''	'1'	-	-	False	True	True	False	standard	False
''	''	'1'	-	''	True	False	True	False	standard	False
''	''	'1'	-	''	True	True	True	False	standard	False
''	''	'1'	-	''	False	False	True	False	standard	False
''	''	'1'	-	''	False	True	True	False	standard	False
''	''	'1'	-	'1'	True	False	True	False	standard	True
''	''	'1'	-	'1'	True	True	True	False	standard	True
''	''	'1'	-	'1'	False	False	True	False	standard	True
''	''	'1'	-	'1'	False	True	True	False	standard	True
''	''	'1'	''	-	True	False	True	False	standard	False
''	''	'1'	''	-	True	True	True	False	standard	False
''	''	'1'	''	-	False	False	True	False	standard	False
''	''	'1'	''	-	False	True	True	False	standard	False
''	''	'1'	''	''	True	False	True	False	standard	False
''	''	'1'	''	''	True	True	True	False	standard	False
''	''	'1'	''	''	False	False	True	False	standard	False
''	''	'1'	''	''	False	True	True	False	standard	False
''	''	'1'	''	'1'	True	False	True	False	standard	True
''	''	'1'	''	'1'	True	True	True	False	standard	True
''	''	'1'	''	'1'	False	False	True	False	standard	True
''	''	'1'	''	'1'	False	True	True	False	standard	True
''	''	'1'	'0'	-	True	False	False	False	None	False
''	''	'1'	'0'	-	True	True	True	False	standard	False
''	''	'1'	'0'	-	False	False	False	False	None	False
''	''	'1'	'0'	-	False	True	True	False	standard	False
''	''	'1'	'0'	''	True	False	False	False	None	False
''	''	'1'	'0'	''	True	True	True	False	standard	False
''	''	'1'	'0'	''	False	False	False	False	None	False
''	''	'1'	'0'	''	False	True	True	False	standard	False
''	''	'1'	'0'	'1'	True	False	False	False	None	True
''	''	'1'	'0'	'1'	True	True	True	False	standard	True
''	''	'1'	'0'	'1'	False	False	False	False	None	True
''	''	'1'	'0'	'1'	False	True	True	False	standard	True
''	''	'1'	'1'	-	True	False	True	False	standard	False
''	''	'1'	'1'	-	True	True	True	False	standard	False
''	''	'1'	'1'	-	False	False	True	False	standard	False
''	''	'1'	'1'	-	False	True	True	False	standard	False
''	''	'1'	'1'	''	True	False	True	False	standard	False
''	''	'1'	'1'	''	True	True	True	False	standard	False
''	''	'1'	'1'	''	False	False	True	False	standard	False
''	''	'1'	'1'	''	False	True	True	False	standard	False
''	''	'1'	'1'	'1'	True	False	True	False	standard	True
''	''	'1'	'1'	'1'	True	True	True	False	standard	True
''	''	'1'	'1'	'1'	False	False	True	False	standard	True
''	''	'1'	'1'	'1'	False	True	True	False	standard	True
''	''	'0'	-	-	True	False	True	False	standard	False
''	''	'0'	-	-	True	True	True	False	standard	False
''	''	'0'	-	-	False	False	True	False	standard	False
''	''	'0'	-	-	False	True	True	False	standard	False
''	''	'0'	-	''	True	False	True	False	standard	False
''	''	'0'	-	''	True	True	True	False	standard	False
''	''	'0'	-	''	False	False	True	False	standard	False
''	''	'0'	-	''	False	True	True	False	standard	False
''	''	'0'	-	'1'	True	False	True	False	standard	True
''	''	'0'	-	'1'	True	True	True	False	standard	True
''	''	'0'	-	'1'	False	False	True	False	standard	True
''	''	'0'	-	'1'	False	True	True	False	standard	True
''	''	'0'	''	-	True	False	True	False	standard	False
''	''	'0'	''	-	True	True	True	False	standard	False
''	''	'0'	''	-	False	False	True	False	standard	False
''	''	'0'	''	-	False	True	True	False	standard	False
''	''	'0'	''	''	True	False	True	False	standard	False
''	''	'0'	''	''	True	True	True	False	standard	False
''	''	'0'	''	''	False	False	True	False	standard	False
''	''	'0'	''	''	False	True	True	False	standard	False
''	''	'0'	''	'1'	True	False	True	False	standard	True
''	''	'0'	''	'1'	True	True	True	False	standard	True
''	''	'0'	''	'1'	False	False	True	False	standard	True
''	''	'0'	''	'1'	False	True	True	False	standard	True
''	''	'0'	'0'	-	True	False	False	False	None	False
''	''	'0'	'0'	-	True	True	True	False	standard	False
''	''	'0'	'0'	-	False	False	False	False	None	False
''	''	'0'	'0'	-	False	True	True	False	standard	False
''	''	'0'	'0'	''	True	False	False	False	None	False
''	''	'0'	'0'	''	True	True	True	False	standard	False
''	''	'0'	'0'	''	False	False	False	False	None	False
''	''	'0'	'0'	''	False	True	True	False	standard	False
''	''	'0'	'0'	'1'	True	False	False	False	None	True
''	''	'0'	'0'	'1'	True	True	True	False	standard	True
''	''	'0'	'0'	'1'	False	False	False	False	None	True
''	''	'0'	'0'	'1'	False	True	True	False	standard	True
''	''	'0'	'1'	-	True	False	True	False	standard	False
''	''	'0'	'1'	-	True	True	True	False	standard	False
''	''	'0'	'1'	-	False	False	True	False	standard	False
''	''	'0'	'1'	-	False	True	True	False	standard	False
''	''	'0'	'1'	''	True	False	True	False	standard	False
''	''	'0'	'1'	''	True	True	True	False	standard	False
''	''	'0'	'1'	''	False	False	True	False	standard	False
''	''	'0'	'1'	''	False	True	True	False	standard	False
''	''	'0'	'1'	'1'	True	False	True	False	standard	True
''	''	'0'	'1'	'1'	True	True	True	False	standard	True
''	''	'0'	'1'	'1'	False	False	True	False	standard	True
''	''	'0'	'1'	'1'	False	True	True	False	standard	True
''	'dumb'	-	-	-	True	False	True	True	None	False
''	'dumb'	-	-	-	True	True	True	True	None	False
''	'dumb'	-	-	-	False	False	False	False	None	False
''	'dumb'	-	-	-	False	True	True	True	None	False
''	'dumb'	-	-	''	True	False	True	True	None	False
''	'dumb'	-	-	''	True	True	True	True	None	False
''	'dumb'	-	-	''	False	False	False	False	None	False
''	'dumb'	-	-	''	False	True	True	True	None	False
''	'dumb'	-	-	'1'	True	False	True	True	None	True
''	'dumb'	-	-	'1'	True	True	True	True	None	True
''	'dumb'	-	-	'1'	False	False	False	False	None	True
''	'dumb'	-	-	'1'	False	True	True	True	None	True
''	'dumb'	-	''	-	True	False	True	True	None	False
''	'dumb'	-	''	-	True	True	True	True	None	False
''	'dumb'	-	''	-	False	False	False	False	None	False
''	'dumb'	-	''	-	False	True	True	True	None	False
''	'dumb'	-	''	''	True	False	True	True	None	False
''	'dumb'	-	''	''	True	True	True	True	None	False
''	'dumb'	-	''	''	False	False	False	False	None	False
''	'dumb'	-	''	''	False	True	True	True	None	False
''	'dumb'	-	''	'1'	True	False	True	True	None	True
''	'dumb'	-	''	'1'	True	True	True	True	None	True
''	'dumb'	-	''	'1'	False	False	False	False	None	True
''	'dumb'	-	''	'1'	False	True	True	True	None	True
''	'dumb'	-	'0'	-	True	False	False	False	None	False
''	'dumb'	-	'0'	-	True	True	True	True	None	False
''	'dumb'	-	'0'	-	False	False	False	False	None	False
''	'dumb'	-	'0'	-	False	True	True	True	None	False
''	'dumb'	-	'0'	''	True	False	False	False	None	False
''	'dumb'	-	'0'	''	True	True	True	True	None	False
''	'dumb'	-	'0'	''	False	False	False	False	None	False
''	'dumb'	-	'0'	''	False	True	True	True	None	False
''	'dumb'	-	'0'	'1'	True	False	False	False	None	True
''	'dumb'	-	'0'	'1'	True	True	True	True	None	True
''	'dumb'	-	'0'	'1'	False	False	False	False	None	True
''	'dumb'	-	'0'	'1'	False	True	True	True	None	True
''	'dumb'	-	'1'	-	True	False	True	True	None	False
''	'dumb'	-	'1'	-	True	True	True	True	None	False
''	'dumb'	-	'1'	-	False	False	True	True	None	False
''	'dumb'	-	'1'	-	False	True	True	True	None	False
''	'dumb'	-	'1'	''	True	False	True	True	None	False
''	'dumb'	-	'1'	''	True	True	True	True	None	False
''	'dumb'	-	'1'	''	False	False	True	True	None	False
''	'dumb'	-	'1'	''	False	True	True	True	None	False
''	'dumb'	-	'1'	'1'	True	False	True	True	None	True
''	'dumb'	-	'1'	'1'	True	True	True	True	None	True
''	'dumb'	-	'1'	'1'	False	False	True	True	None	True
''	'dumb'	-	'1'	'1'	False	True	True	True	None	True
''	'dumb'	''	-	-	True	False	False	False	None	False
''	'dumb'	''	-	-	True	True	True	True	None	False
''	'dumb'	''	-	-	False	False	False	False	None	False
''	'dumb'	''	-	-	False	True	True	True	None	False
''	'dumb'	''	-	''	True	False	False	False	None	False
''	'dumb'	''	-	''	True	True	True	True	None	False
''	'dumb'	''	-	''	False	False	False	False	None	False
''	'dumb'	''	-	''	False	True	True	True	None	False
''	'dumb'	''	-	'1'	True	False	False	False	None	True
''	'dumb'	''	-	'1'	True	True	True	True	None	True
''	'dumb'	''	-	'1'	False	False	False	False	None	True
''	'dumb'	''	-	'1'	False	True	True	True	None	True
''	'dumb'	''	''	-	True	False	False	False	None	False
''	'dumb'	''	''	-	True	True	True	True	None	False
''	'dumb'	''	''	-	False	False	False	False	None	False
''	'dumb'	''	''	-	False	True	True	True	None	False
''	'dumb'	''	''	''	True	False	False	False	None	False
''	'dumb'	''	''	''	True	True	True	True	None	False
''	'dumb'	''	''	''	False	False	False	False	None	False
''	'dumb'	''	''	''	False	True	True	True	None	False
''	'dumb'	''	''	'1'	True	False	False	False	None	True
''	'dumb'	''	''	'1'	True	True	True	True	None	True
''	'dumb'	''	''	'1'	False	False	False	False	None	True
''	'dumb'	''	''	'1'	False	True	True	True	None	True
''	'dumb'	''	'0'	-	True	False	False	False	None	False
''	'dumb'	''	'0'	-	True	True	True	True	None	False
''	'dumb'	''	'0'	-	False	False	False	False	None	False
''	'dumb'	''	'0'	-	False	True	True	True	None	False
''	'dumb'	''	'0'	''	True	False	False	False	None	False
''	'dumb'	''	'0'	''	True	True	True	True	None	False
''	'dumb'	''	'0'	''	False	False	False	False	None	False
''	'dumb'	''	'0'	''	False	True	True	True	None	False
''	'dumb'	''	'0'	'1'	True	False	False	False	None	True
''	'dumb'	''	'0'	'1'	True	True	True	True	None	True
''	'dumb'	''	'0'	'1'	False	False	False	False	None	True
''	'dumb'	''	'0'	'1'	False	True	True	True	None	True
''	'dumb'	''	'1'	-	True	False	True	True	None	False
''	'dumb'	''	'1'	-	True	True	True	True	None	False
''	'dumb'	''	'1'	-	False	False	True	True	None	False
''	'dumb'	''	'1'	-	False	True	True	True	None	False
''	'dumb'	''	'1'	''	True	False	True	True	None	False
''	'dumb'	''	'1'	''	True	True	True	True	None	False
''	'dumb'	''	'1'	''	False	False	True	True	None	False
''	'dumb'	''	'1'	''	False	True	True	True	None	False
''	'dumb'	''	'1'	'1'	True	False	True	True	None	True
''	'dumb'	''	'1'	'1'	True	True	True	True	None	True
''	'dumb'	''	'1'	'1'	False	False	True	True	None	True
''	'dumb'	''	'1'	'1'	False	True	True	True	None	True
''	'dumb'	'1'	-	-	True	False	True	True	None	False
''	'dumb'	'1'	-	-	True	True	True	True	None	False
''	'dumb'	'1'	-	-	False	False	True	True	None	False
''	'dumb'	'1'	-	-	False	True	True	True	None	False
''	'dumb'	'1'	-	''	True	False	True	True	None	False
''	'dumb'	'1'	-	''	True	True	True	True	None	False
''	'dumb'	'1'	-	''	False	False	True	True	None	False
''	'dumb'	'1'	-	''	False	True	True	True	None	False
''	'dumb'	'1'	-	'1'	True	False	True	True	None	True
''	'dumb'	'1'	-	'1'	True	True	True	True	None	True
''	'dumb'	'1'	-	'1'	False	False	True	True	None	True
''	'dumb'	'1'	-	'1'	False	True	True	True	None	True
''	'dumb'	'1'	''	-	True	False	True	True	None	False
''	'dumb'	'1'	''	-	True	True	True	True	None	False
''	'dumb'	'1'	''	-	False	False	True	True	None	False
''	'dumb'	'1'	''	-	False	True	True	True	None	False
''	'dumb'	'1'	''	''	True	False	True	True	None	False
''	'dumb'	'1'	''	''	True	True	True	True	None	False
''	'dumb'	'1'	''	''	False	False	True	True	None	False
''	'dumb'	'1'	''	''	False	True	True	True	None	False
''	'dumb'	'1'	''	'1'	True	False	True	True	None	True
''	'dumb'	'1'	''	'1'	True	True	True	True	None	True
''	'dumb'	'1'	''	'1'	False	False	True	True	None	True
''	'dumb'	'1'	''	'1'	False	True	True	True	None	True
''	'dumb'	'1'	'0'	-	True	False	False	False	None	False
''	'dumb'	'1'	'0'	-	True	True	True	True	None	False
''	'dumb'	'1'	'0'	-	False	False	False	False	None	False
''	'dumb'	'1'	'0'	-	False	True	True	True	None	False
''	'dumb'	'1'	'0'	''	True	False	False	False	None	False
''	'dumb'	'1'	'0'	''	True	True	True	True	None	False
''	'dumb'	'1'	'0'	''	False	False	False	False	None	False
''	'dumb'	'1'	'0'	''	False	True	True	True	None	False
''	'dumb'	'1'	'0'	'1'	True	False	False	False	None	True
''	'dumb'	'1'	'0'	'1'	True	True	True	True	None	True
''	'dumb'	'1'	'0'	'1'	False	False	False	False	None	True
''	'dumb'	'1'	'0'	'1'	False	True	True	True	None	True
''	'dumb'	'1'	'1'	-	True	False	True	True	None	False
''	'dumb'	'1'	'1'	-	True	True	True	True	None	False
''	'dumb'	'1'	'1'	-	False	False	True	True	None	False
''	'dumb'	'1'	'1'	-	False	True	True	True	None	False
''	'dumb'	'1'	'1'	''	True	False	True	True	None	False
''	'dumb'	'1'	'1'	''	True	True	True	True	None	False
''	'dumb'	'1'	'1'	''	False	False	True	True	None	False
''	'dumb'	'1'	'1'	''	False	True	True	True	None	False
''	'dumb'	'1'	'1'	'1'	True	False	True	True	None	True
''	'dumb'	'1'	'1'	'1'	True	True	True	True	None	True
''	'dumb'	'1'	'1'	'1'	False	False	True	True	None	True
''	'dumb'	'1'	'1'	'1'	False	True	True	True	None	True
''	'dumb'	'0'	-	-	True	False	True	True	None	False
''	'dumb'	'0'	-	-	True	True	True	True	None	False
''	'dumb'	'0'	-	-	False	False	True	True	None	False
''	'dumb'	'0'	-	-	False	True	True	True	None	False
''	'dumb'	'0'	-	''	True	False	True	True	None	False
''	'dumb'	'0'	-	''	True	True	True	True	None	False
''	'dumb'	'0'	-	''	False	False	True	True	None	False
''	'dumb'	'0'	-	''	False	True	True	True	None	False
''	'dumb'	'0'	-	'1'	True	False	True	True	None	True
''	'dumb'	'0'	-	'1'	True	True	True	True	None	True
''	'dumb'	'0'	-	'1'	False	False	True	True	None	True
''	'dumb'	'0'	-	'1'	False	True	True	True	None	True
''	'dumb'	'0'	''	-	True	False	True	True	None	False
''	'dumb'	'0'	''	-	True	True	True	True	None	False
''	'dumb'	'0'	''	-	False	False	True	True	None	False
''	'dumb'	'0'	''	-	False	True	True	True	None	False
''	'dumb'	'0'	''	''	True	False	True	True	None	False
''	'dumb'	'0'	''	''	True	True	True	True	None	False
''	'dumb'	'0'	''	''	False	False	True	True	None	False
''	'dumb'	'0'	''	''	False	True	True	True	None	False
''	'dumb'	'0'	''	'1'	True	False	True	True	None	True
''	'dumb'	'0'	''	'1'	True	True	True	True	None	True
''	'dumb'	'0'	''	'1'	False	False	True	True	None	True
''	'dumb'	'0'	''	'1'	False	True	True	True	None	True
''	'dumb'	'0'	'0'	-	True	False	False	False	None	False
''	'dumb'	'0'	'0'	-	True	True	True	True	None	False
''	'dumb'	'0'	'0'	-	False	False	False	False	None	False
''	'dumb'	'0'	'0'	-	False	True	True	True	None	False
''	'dumb'	'0'	'0'	''	True	False	False	False	None	False
''	'dumb'	'0'	'0'	''	True	True	True	True	None	False
''	'dumb'	'0'	'0'	''	False	False	False	False	None	False
''	'dumb'	'0'	'0'	''	False	True	True	True	None	False
''	'dumb'	'0'	'0'	'1'	True	False	False	False	None	True
''	'dumb'	'0'	'0'	'1'	True	True	True	True	None	True
''	'dumb'	'0'	'0'	'1'	False	False	False	False	None	True
''	'dumb'	'0'	'0'	'1'	False	True	True	True	None	True
''	'dumb'	'0'	'1'	-	True	False	True	True	None	False
''	'dumb'	'0'	'1'	-	True	True	True	True	None	False
''	'dumb'	'0'	'1'	-	False	False	True	True	None	False
''	'dumb'	'0'	'1'	-	False	True	True	True	None	False
''	'dumb'	'0'	'1'	''	True	False	True	True	None	False
''	'dumb'	'0'	'1'	''	True	True	True	True	None	False
''	'dumb'	'0'	'1'	''	False	False	True	True	None	False
''	'dumb'	'0'	'1'	''	False	True	True	True	None	False
''	'dumb'	'0'	'1'	'1'	True	False	True	True	None	True
''	'dumb'	'0'	'1'	'1'	True	True	True	True	None	True
''	'dumb'	'0'	'1'	'1'	False	False	True	True	None	True
''	'dumb'	'0'	'1'	'1'	False	True	True	True	None	True
''	'unknown'	-	-	-	True	False	True	True	None	False
''	'unknown'	-	-	-	True	True	True	True	None	False
''	'unknown'	-	-	-	False	False	False	False	None	False
''	'unknown'	-	-	-	False	True	True	True	None	False
''	'unknown'	-	-	''	True	False	True	True	None	False
''	'unknown'	-	-	''	True	True	True	True	None	False
''	'unknown'	-	-	''	False	False	False	False	None	False
''	'unknown'	-	-	''	False	True	True	True	None	False
''	'unknown'	-	-	'1'	True	False	True	True	None	True
''	'unknown'	-	-	'1'	True	True	True	True	None	True
''	'unknown'	-	-	'1'	False	False	False	False	None	True
''	'unknown'	-	-	'1'	False	True	True	True	None	True
''	'unknown'	-	''	-	True	False	True	True	None	False
''	'unknown'	-	''	-	True	True	True	True	None	False
''	'unknown'	-	''	-	False	False	False	False	None	False
''	'unknown'	-	''	-	False	True	True	True	None	False
''	'unknown'	-	''	''	True	False	True	True	None	False
''	'unknown'	-	''	''	True	True	True	True	None	False
''	'unknown'	-	''	''	False	False	False	False	None	False
''	'unknown'	-	''	''	False	True	True	True	None	False
''	'unknown'	-	''	'1'	True	False	True	True	None	True
''	'unknown'	-	''	'1'	True	True	True	True	None	True
''	'unknown'	-	''	'1'	False	False	False	False	None	True
''	'unknown'	-	''	'1'	False	True	True	True	None	True
''	'unknown'	-	'0'	-	True	False	False	False	None	False
''	'unknown'	-	'0'	-	True	True	True	True	None	False
''	'unknown'	-	'0'	-	False	False	False	False	None	False
''	'unknown'	-	'0'	-	False	True	True	True	None	False
''	'unknown'	-	'0'	''	True	False	False	False	None	False
''	'unknown'	-	'0'	''	True	True	True	True	None	False
''	'unknown'	-	'0'	''	False	False	False	False	None	False
''	'unknown'	-	'0'	''	False	True	True	True	None	False
''	'unknown'	-	'0'	'1'	True	False	False	False	None	True
''	'unknown'	-	'0'	'1'	True	True	True	True	None	True
''	'unknown'	-	'0'	'1'	False	False	False	False	None	True
''	'unknown'	-	'0'	'1'	False	True	True	True	None	True
''	'unknown'	-	'1'	-	True	False	True	True	None	False
''	'unknown'	-	'1'	-	True	True	True	True	None	False
''	'unknown'	-	'1'	-	False	False	True	True	None	False
''	'unknown'	-	'1'	-	False	True	True	True	None	False
''	'unknown'	-	'1'	''	True	False	True	True	None	False
''	'unknown'	-	'1'	''	True	True	True	True	None	False
''	'unknown'	-	'1'	''	False	False	True	True	None	False
''	'unknown'	-	'1'	''	False	True	True	True	None	False
''	'unknown'	-	'1'	'1'	True	False	True	True	None	True
''	'unknown'	-	'1'	'1'	True	True	True	True	None	True
