width	message	wrapped
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid\ndate format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
60	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
60	'short'	'short'
60	'a b c'	'a b c'
60	'word word word word word word word word word word word word word word word word word word word word word word word word word word word word word word '	'word word word word word word word word word word word word \nword word word word word word word word word word word word \nword word word word word word '
60	'aaaa bbbb  cccc   dddd'	'aaaa bbbb  cccc   dddd'
60	'trailing space at end '	'trailing space at end '
60	' leading space'	' leading space'
60	'supercalifragilisticexpialidociousandthensome word'	'supercalifragilisticexpialidociousandthensome word'
79	"Error processing conversation file /Users/x/.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/a.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/a.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaa.jsonl: Invalid date format:\n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaa.jsonl: Invalid date\nformat: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaa.jsonl: Invalid\ndate format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: \nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl:\nInvalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file \n/Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
79	'short'	'short'
79	'a b c'	'a b c'
79	'word word word word word word word word word word word word word word word word word word word word word word word word word word word word word word '	'word word word word word word word word word word word word word word word word\nword word word word word word word word word word word word word word '
79	'aaaa bbbb  cccc   dddd'	'aaaa bbbb  cccc   dddd'
79	'trailing space at end '	'trailing space at end '
79	' leading space'	' leading space'
79	'supercalifragilisticexpialidociousandthensome word'	'supercalifragilisticexpialidociousandthensome word'
100	"Error processing conversation file /Users/x/.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/a.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/a.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: \n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format:\n'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date \nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date\nformat: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
100	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid date format: 'bogus-date'"	"Error processing conversation file /Users/x/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jsonl: Invalid \ndate format: 'bogus-date'"
100	'short'	'short'
100	'a b c'	'a b c'
100	'word word word word word word word word word word word word word word word word word word word word word word word word word word word word word word '	'word word word word word word word word word word word word word word word word word word word word \nword word word word word word word word word word '
100	'aaaa bbbb  cccc   dddd'	'aaaa bbbb  cccc   dddd'
100	'trailing space at end '	'trailing space at end '
100	' leading space'	' leading space'
100	'supercalifragilisticexpialidociousandthensome word'	'supercalifragilisticexpialidociousandthensome word'
